Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP100865,Alappuzha,Cherthala,Semi-Urban,Independent House,1522,3,3,2,0,Unfurnished,1,3.5,Main Road,No,7080000,4700,Research-informed synthetic estimate
KHP100866,Kollam,Punalur,Rural,Apartment,1631,3,2,20,2,Semi-Furnished,2,4.0,Main Road,Yes,4270000,3000,Research-informed synthetic estimate
KHP100867,Thrissur,Mannuthy,Semi-Urban,Independent House,3197,5,5,8,0,Unfurnished,1,3.0,Narrow Road,No,11260000,4000,Research-informed synthetic estimate
KHP100868,Wayanad,Meppadi,Semi-Urban,Villa,1577,2,1,18,0,Unfurnished,1,6.9,Main Road,No,4560000,3300,Research-informed synthetic estimate
KHP100869,Kottayam,Pala,Semi-Urban,Residential Plot,3353,6,5,14,1,Semi-Furnished,1,1.6,Main Road,No,13580000,4200,Research-informed synthetic estimate
KHP100870,Ernakulam,Aluva,Semi-Urban,Apartment,2028,1,1,6,2,Fully Furnished,4,2.5,Local Road,No,9220000,5000,Research-informed synthetic estimate
KHP100871,Kottayam,Ettumanoor,Rural,Apartment,2074,2,2,5,2,Semi-Furnished,4,4.0,Narrow Road,No,6160000,3900,Research-informed synthetic estimate
KHP100872,Idukki,Thodupuzha,Semi-Urban,Independent House,3879,6,5,6,0,Unfurnished,1,6.6,Local Road,No,15900000,3900,Research-informed synthetic estimate
KHP100873,Alappuzha,Haripad,Semi-Urban,Apartment,2903,5,5,21,1,Semi-Furnished,7,3.8,Main Road,No,9450000,3200,Research-informed synthetic estimate
KHP100874,Malappuram,Kottakkal,Semi-Urban,Villa,2967,5,5,2,1,Unfurnished,0,5.6,Local Road,No,14140000,4400,Research-informed synthetic estimate
KHP100875,Kannur,Chala,Semi-Urban,Independent House,3920,6,5,7,1,Unfurnished,1,5.2,Narrow Road,No,12680000,3600,Research-informed synthetic estimate
KHP100876,Kottayam,Kanjirappally,Rural,Independent House,2378,3,3,11,1,Semi-Furnished,1,5.8,Narrow Road,Yes,5540000,3000,Research-informed synthetic estimate
KHP100877,Kottayam,Pala,Rural,Apartment,1154,2,2,7,1,Semi-Furnished,6,2.0,Local Road,No,4090000,4200,Research-informed synthetic estimate
KHP100878,Malappuram,Nilambur,Semi-Urban,Villa,1050,3,3,24,0,Semi-Furnished,1,7.6,Main Road,Yes,3260000,3300,Research-informed synthetic estimate
KHP100879,Pathanamthitta,Ranni,Rural,Villa,2083,4,3,2,3,Fully Furnished,0,2.4,Main Road,No,8610000,3000,Research-informed synthetic estimate
KHP100880,Wayanad,Vythiri,Semi-Urban,Villa,3220,5,5,19,2,Unfurnished,1,7.3,Local Road,No,15160000,4700,Research-informed synthetic estimate
KHP100881,Wayanad,Mananthavady,Semi-Urban,Villa,1620,2,1,3,1,Unfurnished,0,3.1,Local Road,Yes,5190000,3400,Research-informed synthetic estimate
KHP100882,Idukki,Kumily,Rural,Independent House,3170,5,5,7,2,Semi-Furnished,1,3.2,Main Road,Yes,12570000,3400,Research-informed synthetic estimate
KHP100883,Wayanad,Meppadi,Semi-Urban,Apartment,2690,5,4,5,3,Semi-Furnished,1,6.3,Narrow Road,No,8990000,3300,Research-informed synthetic estimate
KHP100884,Pathanamthitta,Mallappally,Semi-Urban,Apartment,3186,5,5,15,2,Unfurnished,5,6.8,Highway Access,Yes,10950000,3000,Research-informed synthetic estimate
KHP100885,Thrissur,Koorkenchery,Semi-Urban,Apartment,3956,6,5,21,2,Semi-Furnished,6,6.7,Local Road,No,25330000,6500,Research-informed synthetic estimate
KHP100886,Thiruvananthapuram,Kowdiar,Urban,Independent House,2491,3,3,23,1,Unfurnished,2,3.9,Narrow Road,No,16460000,9000,Research-informed synthetic estimate
KHP100887,Kottayam,Manarcadu,Semi-Urban,Independent House,3710,6,5,26,0,Semi-Furnished,0,4.1,Main Road,No,12430000,3600,Research-informed synthetic estimate
KHP100888,Kannur,Iritty,Rural,Residential Plot,3461,5,4,10,2,Semi-Furnished,2,13.0,Main Road,No,7240000,2800,Research-informed synthetic estimate
KHP100889,Kottayam,Kottayam Town,Urban,Independent House,2439,4,3,28,3,Semi-Furnished,1,3.1,Highway Access,Yes,13460000,5200,Research-informed synthetic estimate
KHP100890,Palakkad,Chittur,Semi-Urban,Apartment,4147,6,5,15,0,Unfurnished,7,3.8,Main Road,No,12060000,2900,Research-informed synthetic estimate
KHP100891,Kollam,Kottarakkara,Semi-Urban,Independent House,713,2,2,20,0,Unfurnished,0,8.5,Main Road,No,1750000,3400,Research-informed synthetic estimate
KHP100892,Kannur,Chala,Semi-Urban,Independent House,961,2,2,18,3,Semi-Furnished,0,4.9,Local Road,No,2760000,3600,Research-informed synthetic estimate
KHP100893,Thiruvananthapuram,Technopark,Semi-Urban,Apartment,3851,6,5,10,2,Unfurnished,5,7.5,Main Road,No,29420000,7000,Research-informed synthetic estimate
KHP100894,Kannur,Mattannur,Semi-Urban,Independent House,1592,3,3,12,2,Unfurnished,2,4.2,Main Road,Yes,5870000,3400,Research-informed synthetic estimate
KHP100895,Idukki,Munnar,Semi-Urban,Independent House,3662,6,5,12,0,Unfurnished,2,0.5,Main Road,No,27960000,6500,Research-informed synthetic estimate
KHP100896,Thrissur,Koorkenchery,Semi-Urban,Residential Plot,3783,5,5,13,0,Fully Furnished,1,7.5,Highway Access,Yes,26160000,6500,Research-informed synthetic estimate
KHP100897,Alappuzha,Haripad,Semi-Urban,Apartment,3720,6,5,23,1,Semi-Furnished,7,3.4,Main Road,No,12610000,3200,Research-informed synthetic estimate
KHP100898,Malappuram,Perinthalmanna,Semi-Urban,Independent House,3481,6,5,15,2,Semi-Furnished,1,4.9,Local Road,Yes,16260000,4500,Research-informed synthetic estimate
KHP100899,Kollam,Paravur,Rural,Independent House,1344,3,3,27,3,Unfurnished,1,2.0,Narrow Road,Yes,3410000,3600,Research-informed synthetic estimate
KHP100900,Kasaragod,Bekal,Semi-Urban,Residential Plot,2560,3,3,10,2,Fully Furnished,2,1.6,Main Road,No,11280000,4200,Research-informed synthetic estimate
KHP100901,Kollam,Karunagappally,Semi-Urban,Apartment,3727,6,5,22,1,Fully Furnished,4,4.9,Main Road,No,16580000,3800,Research-informed synthetic estimate
KHP100902,Wayanad,Panamaram,Rural,Apartment,3837,6,5,12,2,Semi-Furnished,0,1.7,Narrow Road,No,11930000,2900,Research-informed synthetic estimate
KHP100903,Kottayam,Changanassery,Semi-Urban,Villa,1144,1,1,1,0,Semi-Furnished,2,4.0,Local Road,Yes,5540000,4300,Research-informed synthetic estimate
KHP100904,Ernakulam,Kadavanthra,Urban,Independent House,3219,4,4,19,3,Semi-Furnished,0,2.2,Narrow Road,No,25350000,9000,Research-informed synthetic estimate
KHP100905,Wayanad,Kalpetta,Rural,Independent House,908,1,1,18,2,Unfurnished,1,5.7,Local Road,No,2250000,4300,Research-informed synthetic estimate
KHP100906,Thrissur,Irinjalakuda,Semi-Urban,Independent House,981,1,1,11,0,Fully Furnished,2,9.2,Main Road,Yes,3420000,3400,Research-informed synthetic estimate
KHP100907,Malappuram,Kottakkal,Rural,Independent House,4165,5,5,0,0,Unfurnished,2,3.6,Narrow Road,No,13890000,4400,Research-informed synthetic estimate
KHP100908,Ernakulam,Kakkanad,Rural,Apartment,3266,5,5,18,3,Semi-Furnished,7,3.3,Local Road,Yes,21670000,6500,Research-informed synthetic estimate
KHP100909,Kasaragod,Hosdurg,Rural,Apartment,855,1,1,27,1,Fully Furnished,0,2.3,Narrow Road,No,1850000,3300,Research-informed synthetic estimate
KHP100910,Thiruvananthapuram,Sreekaryam,Rural,Residential Plot,1382,2,2,11,0,Semi-Furnished,1,11.7,Highway Access,No,5450000,6200,Research-informed synthetic estimate
KHP100911,Alappuzha,Muhamma,Semi-Urban,Independent House,1400,3,3,23,1,Fully Furnished,2,6.8,Main Road,No,4960000,4000,Research-informed synthetic estimate
KHP100912,Ernakulam,Chottanikkara,Semi-Urban,Independent House,2352,3,3,24,2,Semi-Furnished,1,6.8,Main Road,No,8160000,4200,Research-informed synthetic estimate
KHP100913,Idukki,Painavu,Rural,Residential Plot,3282,6,5,4,2,Semi-Furnished,2,9.1,Main Road,No,8690000,2600,Research-informed synthetic estimate
KHP100914,Kozhikode,Koyilandy,Semi-Urban,Residential Plot,2782,3,2,20,3,Unfurnished,1,1.9,Main Road,No,8770000,4100,Research-informed synthetic estimate
KHP100915,Kasaragod,Bekal,Semi-Urban,Apartment,4091,6,5,6,1,Semi-Furnished,2,4.6,Local Road,Yes,20490000,4200,Research-informed synthetic estimate
KHP100916,Alappuzha,Alappuzha Town,Urban,Independent House,2580,4,4,16,1,Unfurnished,0,0.9,Local Road,No,15550000,6000,Research-informed synthetic estimate
KHP100917,Kollam,Chinnakada,Urban,Villa,692,3,3,25,0,Semi-Furnished,2,6.8,Main Road,No,3280000,5000,Research-informed synthetic estimate
KHP100918,Kottayam,Vaikom,Semi-Urban,Residential Plot,2744,5,5,29,1,Semi-Furnished,2,1.7,Local Road,No,7610000,3500,Research-informed synthetic estimate
KHP100919,Kasaragod,Kanhangad,Semi-Urban,Residential Plot,2292,3,3,7,2,Unfurnished,2,6.1,Local Road,Yes,6200000,3500,Research-informed synthetic estimate
KHP100920,Idukki,Painavu,Rural,Apartment,3957,5,5,12,0,Semi-Furnished,1,4.8,Local Road,No,10520000,2600,Research-informed synthetic estimate
KHP100921,Kottayam,Pala,Semi-Urban,Villa,849,1,1,11,1,Semi-Furnished,0,1.9,Local Road,No,2760000,4200,Research-informed synthetic estimate
KHP100922,Malappuram,Tirur,Semi-Urban,Villa,4027,6,5,10,0,Semi-Furnished,1,4.3,Narrow Road,No,16300000,4200,Research-informed synthetic estimate
KHP100923,Wayanad,Panamaram,Rural,Apartment,1985,4,4,16,0,Unfurnished,5,1.4,Main Road,No,4680000,2900,Research-informed synthetic estimate
KHP100924,Alappuzha,Kayamkulam,Semi-Urban,Independent House,2220,2,2,18,1,Semi-Furnished,2,4.3,Local Road,Yes,6760000,3600,Research-informed synthetic estimate
KHP100925,Palakkad,Shoranur,Semi-Urban,Independent House,2656,4,4,8,0,Fully Furnished,0,3.7,Local Road,No,8570000,3100,Research-informed synthetic estimate
KHP100926,Kottayam,Ettumanoor,Semi-Urban,Apartment,3334,5,5,13,2,Semi-Furnished,5,6.0,Local Road,No,12730000,3900,Research-informed synthetic estimate
KHP100927,Kozhikode,Chevayur,Semi-Urban,Residential Plot,1786,4,4,24,2,Semi-Furnished,1,1.7,Main Road,No,6600000,4700,Research-informed synthetic estimate
KHP100928,Malappuram,Kondotty,Semi-Urban,Independent House,4071,6,5,3,2,Unfurnished,0,2.0,Main Road,No,19720000,4300,Research-informed synthetic estimate
KHP100929,Alappuzha,Haripad,Semi-Urban,Independent House,2927,4,4,1,0,Semi-Furnished,2,4.0,Local Road,Yes,9600000,3200,Research-informed synthetic estimate
KHP100930,Thiruvananthapuram,Peroorkada,Rural,Independent House,1632,3,3,15,3,Semi-Furnished,1,12.4,Local Road,Yes,7490000,5900,Research-informed synthetic estimate
KHP100931,Kollam,Chathannoor,Semi-Urban,Residential Plot,1045,1,1,12,1,Semi-Furnished,1,7.1,Narrow Road,Yes,2090000,3200,Research-informed synthetic estimate
KHP100932,Kozhikode,Thondayad,Rural,Independent House,2188,3,3,20,1,Unfurnished,0,8.2,Local Road,No,7050000,5000,Research-informed synthetic estimate
KHP100933,Kannur,Sreekandapuram,Rural,Apartment,1694,3,3,5,1,Fully Furnished,3,0.9,Local Road,No,4680000,2900,Research-informed synthetic estimate
KHP100934,Thrissur,Punkunnam,Semi-Urban,Independent House,2243,4,3,8,2,Semi-Furnished,0,5.6,Narrow Road,Yes,12610000,5500,Research-informed synthetic estimate
KHP100935,Idukki,Kumily,Semi-Urban,Villa,3370,5,4,11,1,Unfurnished,2,2.0,Highway Access,No,14380000,3400,Research-informed synthetic estimate
KHP100936,Palakkad,Pattambi,Rural,Residential Plot,2169,2,2,30,1,Unfurnished,1,7.3,Local Road,No,3290000,3000,Research-informed synthetic estimate
KHP100937,Malappuram,Kottakkal,Semi-Urban,Independent House,4061,5,4,26,3,Unfurnished,1,0.6,Local Road,No,15180000,4400,Research-informed synthetic estimate
KHP100938,Kollam,Kottarakkara,Semi-Urban,Independent House,3625,6,5,26,0,Fully Furnished,2,5.3,Local Road,No,10810000,3400,Research-informed synthetic estimate
KHP100939,Kollam,Punalur,Semi-Urban,Apartment,3220,4,3,14,2,Unfurnished,0,15.2,Main Road,No,8880000,3000,Research-informed synthetic estimate
KHP100940,Kollam,Kavanad,Semi-Urban,Independent House,1388,2,2,28,0,Semi-Furnished,1,5.6,Narrow Road,No,4360000,5000,Research-informed synthetic estimate
KHP100941,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,3561,6,5,18,0,Semi-Furnished,1,10.9,Narrow Road,Yes,12110000,3900,Research-informed synthetic estimate
KHP100942,Idukki,Munnar,Semi-Urban,Independent House,2363,4,4,26,2,Fully Furnished,0,1.9,Local Road,Yes,18200000,6500,Research-informed synthetic estimate
KHP100943,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Independent House,1243,3,2,7,2,Semi-Furnished,2,14.3,Local Road,Yes,4050000,3800,Research-informed synthetic estimate
KHP100944,Alappuzha,Kayamkulam,Rural,Independent House,2365,3,3,30,1,Semi-Furnished,2,2.3,Local Road,No,5850000,3600,Research-informed synthetic estimate
KHP100945,Kasaragod,Kasaragod Town,Urban,Apartment,2273,4,4,9,2,Fully Furnished,3,2.9,Main Road,No,11040000,3600,Research-informed synthetic estimate
KHP100946,Idukki,Thodupuzha,Semi-Urban,Independent House,3436,6,5,17,1,Semi-Furnished,1,4.7,Local Road,No,11530000,3900,Research-informed synthetic estimate
KHP100947,Pathanamthitta,Thiruvalla,Semi-Urban,Independent House,3662,5,5,17,0,Unfurnished,1,2.3,Local Road,No,17670000,4700,Research-informed synthetic estimate
KHP100948,Idukki,Thodupuzha,Semi-Urban,Apartment,4198,6,5,10,1,Unfurnished,6,1.5,Main Road,Yes,18270000,3900,Research-informed synthetic estimate
KHP100949,Pathanamthitta,Pandalam,Semi-Urban,Apartment,2730,4,4,1,1,Semi-Furnished,7,4.5,Local Road,Yes,9570000,3400,Research-informed synthetic estimate
KHP100950,Kozhikode,Palazhi,Rural,Residential Plot,1736,3,3,7,2,Semi-Furnished,0,1.7,Highway Access,No,13820000,8600,Research-informed synthetic estimate
KHP100951,Palakkad,Pattambi,Rural,Residential Plot,3722,6,5,10,0,Semi-Furnished,0,1.1,Highway Access,Yes,10790000,3000,Research-informed synthetic estimate
KHP100952,Kozhikode,West Hill,Semi-Urban,Independent House,4184,6,5,30,1,Semi-Furnished,2,3.8,Local Road,No,14260000,4200,Research-informed synthetic estimate
KHP100953,Kottayam,Kanjirappally,Rural,Independent House,1313,3,3,15,0,Unfurnished,1,6.1,Highway Access,No,3520000,3000,Research-informed synthetic estimate
KHP100954,Alappuzha,Alappuzha Beach,Semi-Urban,Apartment,2603,4,4,2,0,Unfurnished,6,9.5,Local Road,No,17560000,6800,Research-informed synthetic estimate
KHP100955,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,2393,4,4,19,0,Unfurnished,0,3.6,Local Road,Yes,8510000,3900,Research-informed synthetic estimate
KHP100956,Thiruvananthapuram,Kesavadasapuram,Semi-Urban,Independent House,2245,4,3,23,2,Unfurnished,1,3.1,Local Road,No,13190000,7000,Research-informed synthetic estimate
KHP100957,Pathanamthitta,Konni,Rural,Apartment,711,1,1,25,0,Unfurnished,1,1.6,Main Road,Yes,1450000,2900,Research-informed synthetic estimate
KHP100958,Kannur,Sreekandapuram,Rural,Residential Plot,2542,3,3,7,2,Semi-Furnished,1,3.6,Local Road,No,5780000,2900,Research-informed synthetic estimate
KHP100959,Alappuzha,Alappuzha Beach,Semi-Urban,Independent House,2926,4,4,4,2,Semi-Furnished,1,2.2,Local Road,Yes,22300000,6800,Research-informed synthetic estimate
KHP100960,Palakkad,Pattambi,Semi-Urban,Villa,2497,4,4,27,1,Semi-Furnished,2,6.0,Local Road,Yes,7190000,3000,Research-informed synthetic estimate
KHP100961,Kasaragod,Kasaragod Town,Urban,Residential Plot,3357,5,4,30,2,Unfurnished,1,5.6,Main Road,No,9320000,3600,Research-informed synthetic estimate
KHP100962,Idukki,Munnar,Rural,Independent House,3661,5,5,25,0,Unfurnished,0,3.5,Narrow Road,Yes,19400000,6500,Research-informed synthetic estimate
KHP100963,Thrissur,Ayyanthole,Semi-Urban,Independent House,2808,5,5,14,0,Semi-Furnished,2,6.7,Main Road,No,14680000,5000,Research-informed synthetic estimate
KHP100964,Kottayam,Ettumanoor,Semi-Urban,Independent House,1718,3,3,27,1,Semi-Furnished,0,12.7,Local Road,No,4950000,3900,Research-informed synthetic estimate
KHP100965,Kozhikode,Mukkam,Rural,Independent House,1715,3,3,12,3,Semi-Furnished,2,2.8,Main Road,No,4920000,3000,Research-informed synthetic estimate
KHP100966,Kollam,Paravur,Semi-Urban,Apartment,3001,4,4,11,0,Fully Furnished,4,4.1,Local Road,Yes,10890000,3600,Research-informed synthetic estimate
KHP100967,Kannur,Payyannur,Rural,Apartment,2942,4,4,11,1,Fully Furnished,6,2.5,Main Road,No,11240000,3900,Research-informed synthetic estimate
KHP100968,Wayanad,Meppadi,Semi-Urban,Residential Plot,1691,2,1,29,2,Semi-Furnished,2,1.9,Local Road,No,3590000,3300,Research-informed synthetic estimate
KHP100969,Thrissur,Mannuthy,Semi-Urban,Independent House,3567,6,5,15,0,Unfurnished,2,3.6,Main Road,No,16720000,4000,Research-informed synthetic estimate
KHP100970,Palakkad,Alathur,Rural,Apartment,3574,6,5,24,2,Fully Furnished,1,6.6,Highway Access,No,12150000,2900,Research-informed synthetic estimate
KHP100971,Palakkad,Olavakkode,Rural,Apartment,1335,2,2,0,3,Fully Furnished,6,1.8,Main Road,Yes,6390000,4100,Research-informed synthetic estimate
KHP100972,Kollam,Chathannoor,Rural,Apartment,2883,5,5,15,1,Fully Furnished,2,3.1,Local Road,No,7880000,3200,Research-informed synthetic estimate
KHP100973,Thrissur,Muthuvattoor,Semi-Urban,Independent House,3810,5,4,25,3,Unfurnished,0,2.2,Local Road,No,10940000,3500,Research-informed synthetic estimate
KHP100974,Palakkad,Shoranur,Semi-Urban,Independent House,3147,3,3,19,2,Semi-Furnished,1,6.2,Narrow Road,Yes,7630000,3100,Research-informed synthetic estimate
KHP100975,Malappuram,Kondotty,Semi-Urban,Independent House,958,1,1,11,2,Unfurnished,1,1.8,Local Road,No,3670000,4300,Research-informed synthetic estimate
KHP100976,Thrissur,Irinjalakuda,Semi-Urban,Residential Plot,3430,4,3,8,0,Unfurnished,2,2.6,Narrow Road,No,6750000,3400,Research-informed synthetic estimate
KHP100977,Ernakulam,Maradu,Rural,Villa,4063,6,5,22,1,Unfurnished,2,1.0,Narrow Road,Yes,28110000,7300,Research-informed synthetic estimate
KHP100978,Kasaragod,Bekal,Semi-Urban,Villa,3189,6,5,5,3,Unfurnished,0,8.2,Local Road,No,16310000,4200,Research-informed synthetic estimate
KHP100979,Pathanamthitta,Mallappally,Semi-Urban,Apartment,1551,3,3,6,2,Semi-Furnished,7,4.8,Main Road,Yes,5240000,3000,Research-informed synthetic estimate
KHP100980,Palakkad,Mannarkkad,Rural,Independent House,1058,2,2,27,1,Fully Furnished,0,2.9,Narrow Road,No,2160000,2800,Research-informed synthetic estimate
KHP100981,Wayanad,Mananthavady,Semi-Urban,Independent House,3063,6,5,1,1,Unfurnished,0,1.4,Local Road,No,10920000,3400,Research-informed synthetic estimate
KHP100982,Kottayam,Kumarakom,Rural,Apartment,3736,6,5,28,0,Unfurnished,3,6.4,Main Road,No,20810000,6500,Research-informed synthetic estimate
KHP100983,Kasaragod,Kasaragod Town,Urban,Apartment,2861,4,4,8,2,Unfurnished,6,5.6,Main Road,No,11640000,3600,Research-informed synthetic estimate
KHP100984,Kollam,Asramam,Rural,Apartment,3687,6,5,5,0,Semi-Furnished,0,2.3,Local Road,No,18560000,5200,Research-informed synthetic estimate
KHP100985,Kottayam,Ettumanoor,Semi-Urban,Independent House,783,1,1,29,0,Unfurnished,0,1.8,Main Road,No,2110000,3900,Research-informed synthetic estimate
KHP100986,Kasaragod,Kasaragod Town,Urban,Independent House,3335,5,5,22,1,Semi-Furnished,2,6.9,Main Road,No,12390000,3600,Research-informed synthetic estimate
KHP100987,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,1079,2,2,9,2,Semi-Furnished,0,3.4,Local Road,No,3520000,3900,Research-informed synthetic estimate
KHP100988,Alappuzha,Muhamma,Semi-Urban,Villa,1787,2,1,4,3,Semi-Furnished,1,10.0,Main Road,Yes,8230000,4000,Research-informed synthetic estimate
KHP100989,Alappuzha,Alappuzha Town,Urban,Apartment,895,1,1,13,0,Unfurnished,7,6.2,Local Road,Yes,4560000,6000,Research-informed synthetic estimate
KHP100990,Kasaragod,Cheruvathur,Rural,Independent House,2726,4,4,27,0,Unfurnished,0,1.2,Local Road,No,5380000,2900,Research-informed synthetic estimate
KHP100991,Kottayam,Changanassery,Semi-Urban,Independent House,2275,4,4,5,1,Semi-Furnished,2,3.1,Narrow Road,No,8360000,4300,Research-informed synthetic estimate
KHP100992,Palakkad,Alathur,Rural,Independent House,1390,2,2,4,0,Fully Furnished,2,9.4,Main Road,No,3830000,2900,Research-informed synthetic estimate
KHP100993,Kasaragod,Bekal,Semi-Urban,Apartment,710,1,1,0,1,Semi-Furnished,1,2.0,Main Road,No,3350000,4200,Research-informed synthetic estimate
KHP100994,Kannur,Thalassery,Rural,Independent House,2736,5,5,28,2,Unfurnished,1,8.4,Local Road,No,8110000,4300,Research-informed synthetic estimate
KHP100995,Ernakulam,Pallikkara,Semi-Urban,Apartment,2456,4,4,22,3,Semi-Furnished,0,13.6,Highway Access,Yes,12390000,4600,Research-informed synthetic estimate
